experiment_id,feature,k1,k2,dropout1,dropout2,batch_size,lr,test_acc,precision,recall,f1_score,final_train_loss,min_train_loss,training_time_sec,num_params,confusion_matrix_path,classification_report_path,learning_curve_path
452,GFCC,64,64,0.3,0.3,16,0.001,72.74484536082474,0.6926454083316829,0.617498849516797,0.622966721513426,0.5282027408844088,0.5282027408844088,23.838608980178833,37698,Results/Tuning\cm_exp_452.csv,Results/Tuning\report_exp_452.csv,Results/Tuning\learning_curve_exp_452.csv
453,GFCC,64,64,0.3,0.3,16,0.0001,66.04381443298969,0.610565901971606,0.6125517717441324,0.6114660422791663,0.5805001315385668,0.5795115847090072,24.09030556678772,37698,Results/Tuning\cm_exp_453.csv,Results/Tuning\report_exp_453.csv,Results/Tuning\learning_curve_exp_453.csv
454,GFCC,64,64,0.3,0.3,32,0.01,70.4896907216495,0.6871264367816092,0.553067955207854,0.5232430547171583,0.549137541571179,0.5467852953318003,16.945231676101685,37698,Results/Tuning\cm_exp_454.csv,Results/Tuning\report_exp_454.csv,Results/Tuning\learning_curve_exp_454.csv
455,GFCC,64,64,0.3,0.3,32,0.001,70.10309278350515,0.6441479678937589,0.6172188986040803,0.623022528776067,0.5382441261330166,0.5382441261330166,16.719508171081543,37698,Results/Tuning\cm_exp_455.csv,Results/Tuning\report_exp_455.csv,Results/Tuning\learning_curve_exp_455.csv
456,GFCC,64,64,0.3,0.3,32,0.0001,69.58762886597938,0.6480968503129168,0.544285933425372,0.5124174653887114,0.5824242809334317,0.581393078452832,17.253170251846313,37698,Results/Tuning\cm_exp_456.csv,Results/Tuning\report_exp_456.csv,Results/Tuning\learning_curve_exp_456.csv
457,GFCC,64,64,0.3,0.3,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6262742018186918,0.6217652107438734,13.20314359664917,37698,Results/Tuning\cm_exp_457.csv,Results/Tuning\report_exp_457.csv,Results/Tuning\learning_curve_exp_457.csv
458,GFCC,64,64,0.3,0.3,64,0.001,71.45618556701031,0.6709974457345116,0.5971736462647645,0.5974931723780614,0.5528967393341885,0.5427257062927369,12.892491340637207,37698,Results/Tuning\cm_exp_458.csv,Results/Tuning\report_exp_458.csv,Results/Tuning\learning_curve_exp_458.csv
459,GFCC,64,64,0.3,0.3,64,0.0001,68.62113402061856,0.6175965074162317,0.5818645497775732,0.5826885861388325,0.5886454130372694,0.5882087420391781,13.493464708328247,37698,Results/Tuning\cm_exp_459.csv,Results/Tuning\report_exp_459.csv,Results/Tuning\learning_curve_exp_459.csv
460,GFCC,64,64,0.3,0.4,16,0.01,69.6520618556701,0.6395267521534189,0.6193626323055683,0.6246825041087704,0.5489984197102911,0.5468952449841228,24.746744632720947,37698,Results/Tuning\cm_exp_460.csv,Results/Tuning\report_exp_460.csv,Results/Tuning\learning_curve_exp_460.csv
461,GFCC,64,64,0.3,0.4,16,0.001,70.2963917525773,0.6495614915980451,0.6327926062279491,0.6381122427044266,0.5373386042874034,0.5361195719500544,24.819952964782715,37698,Results/Tuning\cm_exp_461.csv,Results/Tuning\report_exp_461.csv,Results/Tuning\learning_curve_exp_461.csv
462,GFCC,64,64,0.3,0.4,16,0.0001,70.2963917525773,0.6686966867069783,0.556009357263384,0.5314473049143311,0.5836347856011171,0.5811064499342021,24.87717056274414,37698,Results/Tuning\cm_exp_462.csv,Results/Tuning\report_exp_462.csv,Results/Tuning\learning_curve_exp_462.csv
463,GFCC,64,64,0.3,0.4,32,0.01,69.90979381443299,0.6424437286200688,0.5684269059671728,0.5579439793849016,0.5604194657222644,0.5555377020223721,16.2717547416687,37698,Results/Tuning\cm_exp_463.csv,Results/Tuning\report_exp_463.csv,Results/Tuning\learning_curve_exp_463.csv
464,GFCC,64,64,0.3,0.4,32,0.001,71.45618556701031,0.6894474334403214,0.5786585365853658,0.5675001053671842,0.5433429842059677,0.5408365739358438,16.846513986587524,37698,Results/Tuning\cm_exp_464.csv,Results/Tuning\report_exp_464.csv,Results/Tuning\learning_curve_exp_464.csv
465,GFCC,64,64,0.3,0.4,32,0.0001,70.23195876288659,0.6478694536120279,0.5773201411259395,0.5712963516567615,0.5810366894747759,0.5787028359400259,16.947591066360474,37698,Results/Tuning\cm_exp_465.csv,Results/Tuning\report_exp_465.csv,Results/Tuning\learning_curve_exp_465.csv
466,GFCC,64,64,0.3,0.4,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6222299664251266,0.6216998523281466,13.226110935211182,37698,Results/Tuning\cm_exp_466.csv,Results/Tuning\report_exp_466.csv,Results/Tuning\learning_curve_exp_466.csv
467,GFCC,64,64,0.3,0.4,64,0.001,70.74742268041237,0.6743482169613426,0.5669351127473539,0.5500530019540479,0.5554305571381764,0.5523288137810205,13.030527353286743,37698,Results/Tuning\cm_exp_467.csv,Results/Tuning\report_exp_467.csv,Results/Tuning\learning_curve_exp_467.csv
468,GFCC,64,64,0.3,0.4,64,0.0001,68.4278350515464,0.6126121584837181,0.5085672649179322,0.4322861144206852,0.5932522249478166,0.5927669524505574,12.878595352172852,37698,Results/Tuning\cm_exp_468.csv,Results/Tuning\report_exp_468.csv,Results/Tuning\learning_curve_exp_468.csv
469,GFCC,64,128,0.2,0.3,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6245781704985353,0.6243799638134354,24.288020849227905,74754,Results/Tuning\cm_exp_469.csv,Results/Tuning\report_exp_469.csv,Results/Tuning\learning_curve_exp_469.csv
470,GFCC,64,128,0.2,0.3,16,0.001,71.52061855670104,0.6642417993660977,0.6319527534897991,0.6392899209153626,0.531473991105227,0.531473991105227,23.696515798568726,74754,Results/Tuning\cm_exp_470.csv,Results/Tuning\report_exp_470.csv,Results/Tuning\learning_curve_exp_470.csv
471,GFCC,64,128,0.2,0.3,16,0.0001,69.84536082474226,0.6379832810867294,0.5810246970394233,0.5784762523794048,0.5721905748372479,0.5691678002274779,24.609153509140015,74754,Results/Tuning\cm_exp_471.csv,Results/Tuning\report_exp_471.csv,Results/Tuning\learning_curve_exp_471.csv
472,GFCC,64,128,0.2,0.3,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6235655629957044,0.6233746689719123,17.244609832763672,74754,Results/Tuning\cm_exp_472.csv,Results/Tuning\report_exp_472.csv,Results/Tuning\learning_curve_exp_472.csv
473,GFCC,64,128,0.2,0.3,32,0.001,70.94072164948454,0.6564101679715794,0.6304302807179015,0.6370400138971353,0.529442312991297,0.529442312991297,16.94698739051819,74754,Results/Tuning\cm_exp_473.csv,Results/Tuning\report_exp_473.csv,Results/Tuning\learning_curve_exp_473.csv
474,GFCC,64,128,0.2,0.3,32,0.0001,70.74742268041237,0.6751517604208822,0.5663905506979598,0.5489943058457253,0.5782818254586812,0.5769256193895598,17.162546396255493,74754,Results/Tuning\cm_exp_474.csv,Results/Tuning\report_exp_474.csv,Results/Tuning\learning_curve_exp_474.csv
475,GFCC,64,128,0.2,0.3,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6220330073628374,0.6217817090531831,13.068549871444702,74754,Results/Tuning\cm_exp_475.csv,Results/Tuning\report_exp_475.csv,Results/Tuning\learning_curve_exp_475.csv
476,GFCC,64,128,0.2,0.3,64,0.001,71.3917525773196,0.6834002677376172,0.5809096487191286,0.5718535565789441,0.5372967409190311,0.5372967409190311,13.023985385894775,74754,Results/Tuning\cm_exp_476.csv,Results/Tuning\report_exp_476.csv,Results/Tuning\learning_curve_exp_476.csv
477,GFCC,64,128,0.2,0.3,64,0.0001,69.84536082474226,0.6432136079285864,0.5625095873600245,0.5477044476327116,0.581103047696493,0.581103047696493,13.00658893585205,74754,Results/Tuning\cm_exp_477.csv,Results/Tuning\report_exp_477.csv,Results/Tuning\learning_curve_exp_477.csv
478,GFCC,64,128,0.2,0.4,16,0.01,69.52319587628865,0.6475470206592051,0.6467364626476454,0.647132848645076,0.5461022194808092,0.5461022194808092,23.663371324539185,74754,Results/Tuning\cm_exp_478.csv,Results/Tuning\report_exp_478.csv,Results/Tuning\learning_curve_exp_478.csv
479,GFCC,64,128,0.2,0.4,16,0.001,72.6159793814433,0.6995618085356801,0.6056642123025003,0.6068377800520839,0.5224023384615012,0.5224023384615012,24.254344940185547,74754,Results/Tuning\cm_exp_479.csv,Results/Tuning\report_exp_479.csv,Results/Tuning\learning_curve_exp_479.csv
480,GFCC,64,128,0.2,0.4,16,0.0001,69.9742268041237,0.6408401462994837,0.580334407117656,0.5770098163068602,0.5694635109849738,0.5694635109849738,24.026177644729614,74754,Results/Tuning\cm_exp_480.csv,Results/Tuning\report_exp_480.csv,Results/Tuning\learning_curve_exp_480.csv
481,GFCC,64,128,0.2,0.4,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6234702110290528,0.6233716035211408,16.829697132110596,74754,Results/Tuning\cm_exp_481.csv,Results/Tuning\report_exp_481.csv,Results/Tuning\learning_curve_exp_481.csv
482,GFCC,64,128,0.2,0.4,32,0.001,69.13659793814433,0.6410478277390255,0.6373715293756711,0.6390212209924819,0.5349096657456578,0.5349096657456578,16.957441329956055,74754,Results/Tuning\cm_exp_482.csv,Results/Tuning\report_exp_482.csv,Results/Tuning\learning_curve_exp_482.csv
483,GFCC,64,128,0.2,0.4,32,0.0001,69.71649484536083,0.6515376984126984,0.5468630157999693,0.5169271523178808,0.5786440393409213,0.5737654871231801,16.636622190475464,74754,Results/Tuning\cm_exp_483.csv,Results/Tuning\report_exp_483.csv,Results/Tuning\learning_curve_exp_483.csv
484,GFCC,64,128,0.2,0.4,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6261625321962501,0.6217503063781287,13.269933700561523,74754,Results/Tuning\cm_exp_484.csv,Results/Tuning\report_exp_484.csv,Results/Tuning\learning_curve_exp_484.csv
485,GFCC,64,128,0.2,0.4,64,0.001,71.77835051546391,0.6793023483229258,0.5984430127320142,0.5984755946291409,0.5360994729944455,0.5360994729944455,13.07083797454834,74754,Results/Tuning\cm_exp_485.csv,Results/Tuning\report_exp_485.csv,Results/Tuning\learning_curve_exp_485.csv
486,GFCC,64,128,0.2,0.4,64,0.0001,69.52319587628865,0.6473932474354593,0.5421805491639822,0.5082603467851867,0.5905218483299337,0.5850809815750327,13.194487571716309,74754,Results/Tuning\cm_exp_486.csv,Results/Tuning\report_exp_486.csv,Results/Tuning\learning_curve_exp_486.csv
487,GFCC,64,128,0.3,0.3,16,0.01,69.71649484536083,0.6486364062353567,0.6459733087896917,0.6472126783669174,0.5384222823914474,0.5384222823914474,24.726348400115967,74754,Results/Tuning\cm_exp_487.csv,Results/Tuning\report_exp_487.csv,Results/Tuning\learning_curve_exp_487.csv
488,GFCC,64,128,0.3,0.3,16,0.001,72.16494845360825,0.683594566353187,0.6078079460039884,0.6109011560425275,0.5205897752670091,0.5205897752670091,24.544225215911865,74754,Results/Tuning\cm_exp_488.csv,Results/Tuning\report_exp_488.csv,Results/Tuning\learning_curve_exp_488.csv
489,GFCC,64,128,0.3,0.3,16,0.0001,70.55412371134021,0.6643614196319302,0.5682428286547017,0.5538319371395106,0.5732740325333303,0.5716008898526995,23.352607011795044,74754,Results/Tuning\cm_exp_489.csv,Results/Tuning\report_exp_489.csv,Results/Tuning\learning_curve_exp_489.csv
490,GFCC,64,128,0.3,0.3,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6236696794226363,0.6232624949635686,16.617714643478394,74754,Results/Tuning\cm_exp_490.csv,Results/Tuning\report_exp_490.csv,Results/Tuning\learning_curve_exp_490.csv
491,GFCC,64,128,0.3,0.3,32,0.001,71.77835051546391,0.6684657961530228,0.6267602393005063,0.6341631954535181,0.5261090856951636,0.5261090856951636,16.784343719482422,74754,Results/Tuning\cm_exp_491.csv,Results/Tuning\report_exp_491.csv,Results/Tuning\learning_curve_exp_491.csv
492,GFCC,64,128,0.3,0.3,32,0.0001,69.78092783505154,0.6630959487644358,0.5424336554686301,0.5060528021226711,0.5803341970250413,0.5803341970250413,16.634725093841553,74754,Results/Tuning\cm_exp_492.csv,Results/Tuning\report_exp_492.csv,Results/Tuning\learning_curve_exp_492.csv
493,GFCC,64,128,0.3,0.3,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6223186017364584,0.6219471507174994,13.06412959098816,74754,Results/Tuning\cm_exp_493.csv,Results/Tuning\report_exp_493.csv,Results/Tuning\learning_curve_exp_493.csv
494,GFCC,64,128,0.3,0.3,64,0.001,70.2963917525773,0.6974805079269162,0.5451181162755023,0.5066605160581219,0.544216886483213,0.543736522236178,13.290838718414307,74754,Results/Tuning\cm_exp_494.csv,Results/Tuning\report_exp_494.csv,Results/Tuning\learning_curve_exp_494.csv
495,GFCC,64,128,0.3,0.3,64,0.0001,69.52319587628865,0.6316828765104627,0.5813890167203559,0.5799729364005413,0.5842371781667074,0.5829705929243436,13.257842302322388,74754,Results/Tuning\cm_exp_495.csv,Results/Tuning\report_exp_495.csv,Results/Tuning\learning_curve_exp_495.csv
496,GFCC,64,128,0.3,0.4,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6242981700877833,0.6240139950097092,24.206682443618774,74754,Results/Tuning\cm_exp_496.csv,Results/Tuning\report_exp_496.csv,Results/Tuning\learning_curve_exp_496.csv
497,GFCC,64,128,0.3,0.4,16,0.001,69.58762886597938,0.6525380936822407,0.6575548396993405,0.6546897155096992,0.5246539707510129,0.5242249565072822,24.875638723373413,74754,Results/Tuning\cm_exp_497.csv,Results/Tuning\report_exp_497.csv,Results/Tuning\learning_curve_exp_497.csv
498,GFCC,64,128,0.3,0.4,16,0.0001,68.68556701030928,0.623151855844756,0.5981285473232091,0.6021872863978127,0.5740839814752098,0.573976258598369,25.216440677642822,74754,Results/Tuning\cm_exp_498.csv,Results/Tuning\report_exp_498.csv,Results/Tuning\learning_curve_exp_498.csv
499,GFCC,64,128,0.3,0.4,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6234017438179738,0.6234017438179738,17.29260015487671,74754,Results/Tuning\cm_exp_499.csv,Results/Tuning\report_exp_499.csv,Results/Tuning\learning_curve_exp_499.csv
500,GFCC,64,128,0.3,0.4,32,0.001,70.2963917525773,0.6457464145609124,0.6099210001533978,0.6152596520907732,0.5392879278273196,0.5388897060542494,17.066588163375854,74754,Results/Tuning\cm_exp_500.csv,Results/Tuning\report_exp_500.csv,Results/Tuning\learning_curve_exp_500.csv
501,GFCC,64,128,0.3,0.4,32,0.0001,68.62113402061856,0.6226589686242845,0.5987459733087896,0.6028632033808625,0.5815415557977316,0.5815415557977316,17.04348874092102,74754,Results/Tuning\cm_exp_501.csv,Results/Tuning\report_exp_501.csv,Results/Tuning\learning_curve_exp_501.csv
502,GFCC,64,128,0.3,0.4,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6264672189630488,0.6219839559447381,13.18920350074768,74754,Results/Tuning\cm_exp_502.csv,Results/Tuning\report_exp_502.csv,Results/Tuning\learning_curve_exp_502.csv
503,GFCC,64,128,0.3,0.4,64,0.001,71.77835051546391,0.67186617730096,0.6120570639668661,0.6170465914929288,0.5487706593928798,0.5437410851960541,12.928740978240967,74754,Results/Tuning\cm_exp_503.csv,Results/Tuning\report_exp_503.csv,Results/Tuning\learning_curve_exp_503.csv
504,GFCC,64,128,0.3,0.4,64,0.0001,69.58762886597938,0.6329571759259259,0.5845835250805338,0.5843221993226987,0.5859101257657492,0.5859101257657492,12.989204168319702,74754,Results/Tuning\cm_exp_504.csv,Results/Tuning\report_exp_504.csv,Results/Tuning\learning_curve_exp_504.csv
505,GFCC,64,256,0.2,0.3,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6244433202394625,0.6241974027014683,24.088478803634644,148866,Results/Tuning\cm_exp_505.csv,Results/Tuning\report_exp_505.csv,Results/Tuning\learning_curve_exp_505.csv
506,GFCC,64,256,0.2,0.3,16,0.001,72.68041237113401,0.6840247891203306,0.6311857646878356,0.639427334017166,0.5112027667644548,0.5112027667644548,24.019850492477417,148866,Results/Tuning\cm_exp_506.csv,Results/Tuning\report_exp_506.csv,Results/Tuning\learning_curve_exp_506.csv
507,GFCC,64,256,0.2,0.3,16,0.0001,67.8479381443299,0.6198485354435883,0.6094224574321215,0.6128501391983435,0.565420775797955,0.565420775797955,24.269007682800293,148866,Results/Tuning\cm_exp_507.csv,Results/Tuning\report_exp_507.csv,Results/Tuning\learning_curve_exp_507.csv
508,GFCC,64,256,0.2,0.3,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6256290720926748,0.6234649390787692,16.526840209960938,148866,Results/Tuning\cm_exp_508.csv,Results/Tuning\report_exp_508.csv,Results/Tuning\learning_curve_exp_508.csv
509,GFCC,64,256,0.2,0.3,32,0.001,69.52319587628865,0.6843930284812048,0.5291110599785244,0.47515048127554643,0.5240149088808008,0.5240149088808008,17.27017378807068,148866,Results/Tuning\cm_exp_509.csv,Results/Tuning\report_exp_509.csv,Results/Tuning\learning_curve_exp_509.csv
510,GFCC,64,256,0.2,0.3,32,0.0001,69.58762886597938,0.6530448717948718,0.5410185611290075,0.5048397737473368,0.5707677717144425,0.5707677717144425,17.02659249305725,148866,Results/Tuning\cm_exp_510.csv,Results/Tuning\report_exp_510.csv,Results/Tuning\learning_curve_exp_510.csv
511,GFCC,64,256,0.2,0.3,64,0.01,68.49226804123711,0.6091576601045199,0.5558712992790305,0.5438956449620929,0.5584976240511863,0.5584976240511863,13.59542465209961,148866,Results/Tuning\cm_exp_511.csv,Results/Tuning\report_exp_511.csv,Results/Tuning\learning_curve_exp_511.csv
512,GFCC,64,256,0.2,0.3,64,0.001,70.55412371134021,0.6496259737446719,0.6112632305568338,0.6167580287405543,0.5362380755844937,0.5362380755844937,13.510596752166748,148866,Results/Tuning\cm_exp_512.csv,Results/Tuning\report_exp_512.csv,Results/Tuning\learning_curve_exp_512.csv
513,GFCC,64,256,0.2,0.3,64,0.0001,69.9742268041237,0.6436578031770022,0.5699877281791685,0.5602993139708224,0.5819717136121565,0.5779597156791276,13.35286283493042,148866,Results/Tuning\cm_exp_513.csv,Results/Tuning\report_exp_513.csv,Results/Tuning\learning_curve_exp_513.csv
514,GFCC,64,256,0.2,0.4,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6255353060841238,0.6243183718625769,24.642996311187744,148866,Results/Tuning\cm_exp_514.csv,Results/Tuning\report_exp_514.csv,Results/Tuning\learning_curve_exp_514.csv
515,GFCC,64,256,0.2,0.4,16,0.001,71.64948453608247,0.6660984848484848,0.6345298358643964,0.6419913601476325,0.5195375470934198,0.5195375470934198,23.320061922073364,148866,Results/Tuning\cm_exp_515.csv,Results/Tuning\report_exp_515.csv,Results/Tuning\learning_curve_exp_515.csv
516,GFCC,64,256,0.2,0.4,16,0.0001,69.0721649484536,0.6674550614947966,0.5203635526921306,0.4571765837450269,0.565470333264126,0.565470333264126,23.882501125335693,148866,Results/Tuning\cm_exp_516.csv,Results/Tuning\report_exp_516.csv,Results/Tuning\learning_curve_exp_516.csv
517,GFCC,64,256,0.2,0.4,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6254324255762873,0.623576257035539,16.890839099884033,148866,Results/Tuning\cm_exp_517.csv,Results/Tuning\report_exp_517.csv,Results/Tuning\learning_curve_exp_517.csv
518,GFCC,64,256,0.2,0.4,32,0.001,68.49226804123711,0.639897347300852,0.6440903512808713,0.6417080110641998,0.5261947630225001,0.5261947630225001,16.62919545173645,148866,Results/Tuning\cm_exp_518.csv,Results/Tuning\report_exp_518.csv,Results/Tuning\learning_curve_exp_518.csv
519,GFCC,64,256,0.2,0.4,32,0.0001,70.03865979381443,0.641312609552174,0.5873408498235926,0.5870769882161769,0.5683760625285071,0.5683760625285071,16.592545747756958,148866,Results/Tuning\cm_exp_519.csv,Results/Tuning\report_exp_519.csv,Results/Tuning\learning_curve_exp_519.csv
520,GFCC,64,256,0.2,0.4,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6223166149149659,0.6219825834356328,13.463994026184082,148866,Results/Tuning\cm_exp_520.csv,Results/Tuning\report_exp_520.csv,Results/Tuning\learning_curve_exp_520.csv
521,GFCC,64,256,0.2,0.4,64,0.001,70.55412371134021,0.6889887233914249,0.5540842153704556,0.5248942462596836,0.5385321111127894,0.5385321111127894,13.358027458190918,148866,Results/Tuning\cm_exp_521.csv,Results/Tuning\report_exp_521.csv,Results/Tuning\learning_curve_exp_521.csv
522,GFCC,64,256,0.2,0.4,64,0.0001,70.23195876288659,0.6497662116846927,0.572963644730787,0.5640735687865236,0.580124282388277,0.580124282388277,13.533859968185425,148866,Results/Tuning\cm_exp_522.csv,Results/Tuning\report_exp_522.csv,Results/Tuning\learning_curve_exp_522.csv
523,GFCC,64,256,0.3,0.3,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6254711766553119,0.6243843544466385,24.725852251052856,148866,Results/Tuning\cm_exp_523.csv,Results/Tuning\report_exp_523.csv,Results/Tuning\learning_curve_exp_523.csv
524,GFCC,64,256,0.3,0.3,16,0.001,71.84278350515464,0.674637894449286,0.6740642736616045,0.6743476981153456,0.5075035390007464,0.5075035390007464,25.119349479675293,148866,Results/Tuning\cm_exp_524.csv,Results/Tuning\report_exp_524.csv,Results/Tuning\learning_curve_exp_524.csv
525,GFCC,64,256,0.3,0.3,16,0.0001,70.2963917525773,0.6517361402164238,0.5728907807946004,0.563623499992376,0.5686470927584785,0.5686470927584785,24.667473316192627,148866,Results/Tuning\cm_exp_525.csv,Results/Tuning\report_exp_525.csv,Results/Tuning\learning_curve_exp_525.csv
526,GFCC,64,256,0.3,0.3,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6254893283586245,0.6235202220646111,17.194557666778564,148866,Results/Tuning\cm_exp_526.csv,Results/Tuning\report_exp_526.csv,Results/Tuning\learning_curve_exp_526.csv
527,GFCC,64,256,0.3,0.3,32,0.001,67.91237113402062,0.6513688152939643,0.6692514189292836,0.6535062000699358,0.5267575848746944,0.5267575848746944,16.462572813034058,148866,Results/Tuning\cm_exp_527.csv,Results/Tuning\report_exp_527.csv,Results/Tuning\learning_curve_exp_527.csv
528,GFCC,64,256,0.3,0.3,32,0.0001,69.84536082474226,0.6399116347569955,0.5706780181009357,0.5621179347314963,0.5781562212351207,0.5781562212351207,16.591384172439575,148866,Results/Tuning\cm_exp_528.csv,Results/Tuning\report_exp_528.csv,Results/Tuning\learning_curve_exp_528.csv
529,GFCC,64,256,0.3,0.3,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6263506771415792,0.6217706165006084,13.28618597984314,148866,Results/Tuning\cm_exp_529.csv,Results/Tuning\report_exp_529.csv,Results/Tuning\learning_curve_exp_529.csv
530,GFCC,64,256,0.3,0.3,64,0.001,71.84278350515464,0.6817611788219617,0.5978255867464335,0.5973744184486462,0.5385781709224947,0.538452031471396,13.362849473953247,148866,Results/Tuning\cm_exp_530.csv,Results/Tuning\report_exp_530.csv,Results/Tuning\learning_curve_exp_530.csv
531,GFCC,64,256,0.3,0.3,64,0.0001,70.03865979381443,0.6605258991244789,0.5524888786623715,0.5262151372451702,0.5788969371908455,0.5788969371908455,13.49790072441101,148866,Results/Tuning\cm_exp_531.csv,Results/Tuning\report_exp_531.csv,Results/Tuning\learning_curve_exp_531.csv
532,GFCC,64,256,0.3,0.4,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6248428719799693,0.624196148580975,23.89127016067505,148866,Results/Tuning\cm_exp_532.csv,Results/Tuning\report_exp_532.csv,Results/Tuning\learning_curve_exp_532.csv
533,GFCC,64,256,0.3,0.4,16,0.001,71.84278350515464,0.6689417575219502,0.6419351127473539,0.6493123259097934,0.5179710241998761,0.5179710241998761,24.402400970458984,148866,Results/Tuning\cm_exp_533.csv,Results/Tuning\report_exp_533.csv,Results/Tuning\learning_curve_exp_533.csv
534,GFCC,64,256,0.3,0.4,16,0.0001,70.2963917525773,0.6582124404989813,0.5641777880042952,0.5478629923857274,0.5668433136571713,0.5668433136571713,24.433062314987183,148866,Results/Tuning\cm_exp_534.csv,Results/Tuning\report_exp_534.csv,Results/Tuning\learning_curve_exp_534.csv
535,GFCC,64,256,0.3,0.4,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6235648968735257,0.6233332682300259,16.967801809310913,148866,Results/Tuning\cm_exp_535.csv,Results/Tuning\report_exp_535.csv,Results/Tuning\learning_curve_exp_535.csv
536,GFCC,64,256,0.3,0.4,32,0.001,71.7139175257732,0.6676349318088637,0.6246548550391164,0.6318528985056965,0.5244775733432254,0.5244775733432254,17.06153130531311,148866,Results/Tuning\cm_exp_536.csv,Results/Tuning\report_exp_536.csv,Results/Tuning\learning_curve_exp_536.csv
537,GFCC,64,256,0.3,0.4,32,0.0001,69.9742268041237,0.6752980625931446,0.5433041877588587,0.5059620744302967,0.5797946636741226,0.5791974821606198,17.187949895858765,148866,Results/Tuning\cm_exp_537.csv,Results/Tuning\report_exp_537.csv,Results/Tuning\learning_curve_exp_537.csv
538,GFCC,64,256,0.3,0.4,64,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.626644657183719,0.621691019304337,13.600412130355835,148866,Results/Tuning\cm_exp_538.csv,Results/Tuning\report_exp_538.csv,Results/Tuning\learning_curve_exp_538.csv
539,GFCC,64,256,0.3,0.4,64,0.001,72.22938144329896,0.6880667598681371,0.6044677097714374,0.6060716525672019,0.5364292402581502,0.5364292402581502,13.24765157699585,148866,Results/Tuning\cm_exp_539.csv,Results/Tuning\report_exp_539.csv,Results/Tuning\learning_curve_exp_539.csv
540,GFCC,64,256,0.3,0.4,64,0.0001,69.78092783505154,0.6478692029588882,0.5527803344071176,0.5290771662386949,0.5814841963270659,0.5814841963270659,13.080268144607544,148866,Results/Tuning\cm_exp_540.csv,Results/Tuning\report_exp_540.csv,Results/Tuning\learning_curve_exp_540.csv
541,GFCC,128,64,0.2,0.3,16,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6253569760942846,0.6242412968379695,23.474496841430664,75202,Results/Tuning\cm_exp_541.csv,Results/Tuning\report_exp_541.csv,Results/Tuning\learning_curve_exp_541.csv
542,GFCC,128,64,0.2,0.3,16,0.001,71.84278350515464,0.671950111871691,0.6637175947231171,0.667182085980971,0.528179285527891,0.5279621424552224,24.062803506851196,75202,Results/Tuning\cm_exp_542.csv,Results/Tuning\report_exp_542.csv,Results/Tuning\learning_curve_exp_542.csv
543,GFCC,128,64,0.2,0.3,16,0.0001,70.2963917525773,0.6472929749644143,0.5843265838318761,0.5819568922551781,0.5639799309939872,0.5639799309939872,24.167895555496216,75202,Results/Tuning\cm_exp_543.csv,Results/Tuning\report_exp_543.csv,Results/Tuning\learning_curve_exp_543.csv
544,GFCC,128,64,0.2,0.3,32,0.01,68.29896907216495,0.34149484536082475,0.5,0.4058192955589586,0.6257993472589028,0.6232120845768903,16.810908317565918,75202,Results/Tuning\cm_exp_544.csv,Results/Tuning\report_exp_544.csv,Results/Tuning\learning_curve_exp_544.csv
545,GFCC,128,64,0.2,0.3,32,0.001,70.61855670103093,0.6543008005450519,0.6389630311397454,0.6441512469831054,0.5380236213271682,0.5302869374284873,16.89030361175537,75202,Results/Tuning\cm_exp_545.csv,Results/Tuning\report_exp_545.csv,Results/Tuning\learning_curve_exp_545.csv
